	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
17633	74396	ENSMUSG00000087396	4933407K13Rik	14	30	10	2
15096	70045	ENSMUSG00000096001	2610528A11Rik	2	0	1	2
20500	83922	ENSMUSG00000029790	Cep41	189	238	125	34
41658	668960	ENSMUSG00000095716	Btbd35f10	0	0	0	0
14888	69671	ENSMUSG00000023153	Tmem52	17	0	6	6
5091	20362	ENSMUSG00000018398	Septin8	2162	2482	2632	697
550	12325	ENSMUSG00000021820	Camk2g	644	866	552	172
50772	100526536	ENSMUSG00000119125	Mir669a-7	0	0	0	0
6618	23888	ENSMUSG00000058571	Gpc6	510	2038	1459	181
39731	664968	ENSMUSG00000030431	Tmem238	176	93	112	127
30919	244237	ENSMUSG00000045362	Tnfrsf26	28	3	5	8
15973	71673	ENSMUSG00000003581	Rnf215	292	329	407	187
12858	66414	ENSMUSG00000020022	Ndufa12	2328	1116	905	1452
12851	66407	ENSMUSG00000028861	Mrps15	801	594	426	529
17578	74316	ENSMUSG00000021241	Isca2	313	213	188	266
17565	74297	ENSMUSG00000034031	Ccdc182	0	0	0	0
12815	66362	ENSMUSG00000028322	Exosc3	738	510	275	318
20974	94215	ENSMUSG00000106677	Ugt2a1	0	0	0	0
3313	17217	ENSMUSG00000022673	Mcm4	1239	890	279	249
47807	100380944	ENSMUSG00000084799	Ino80dos	12	39	18	13
34506	353130	ENSMUSG00000049620	Prss33	0	0	0	0
16347	72244	ENSMUSG00000054676	1600014C10Rik	607	227	406	411
20301	80285	ENSMUSG00000022906	Parp9	334	230	745	278
16140	71913	ENSMUSG00000001420	Tmem79	66	77	76	31
7817	30924	ENSMUSG00000028553	Angptl3	1	0	1	3
4888	19896	ENSMUSG00000037805	Rpl10a	15965	12770	9661	7383
4963	20191	ENSMUSG00000021313	Ryr2	0	0	0	1
24946	110532	ENSMUSG00000020262	Adarb1	772	527	232	69
27327	170729	ENSMUSG00000048385	Scrt1	0	4	2	0
15184	70239	ENSMUSG00000026816	Gtf3c5	520	390	272	246
29283	227800	ENSMUSG00000035437	Rabgap1	852	1066	456	199
24502	109929	ENSMUSG00000056459	Zbtb25	115	142	68	56
8511	52715	ENSMUSG00000020925	Ccdc43	381	325	177	150
6485	22661	ENSMUSG00000022811	Zfp148	1070	1203	795	284
9154	54366	ENSMUSG00000038816	Ctnnal1	130	250	266	86
17675	74455	ENSMUSG00000026707	Nsun6	65	140	83	30
28756	218850	ENSMUSG00000040651	Tasor	322	442	272	90
14136	68273	ENSMUSG00000028700	Pomgnt1	1615	1641	807	339
32542	268932	ENSMUSG00000033597	Caskin1	10	2	8	6
30060	234733	ENSMUSG00000033658	Ddx19b	183	160	103	69
19340	77358	ENSMUSG00000094447	9430069I07Rik	1	0	1	0
17654	74426	ENSMUSG00000025961	4933402D24Rik	0	1	2	0
29791	232426	ENSMUSG00000055594	5530400C23Rik	0	0	0	0
33320	319929	ENSMUSG00000094613	A630076J17Rik	0	0	0	0
12424	63857	ENSMUSG00000031845	Bco1	2	0	0	0
746	12606	ENSMUSG00000034957	Cebpa	3291	2579	7047	5380
1164	13237	ENSMUSG00000074440	Defa3	0	0	0	0
1147	13214	ENSMUSG00000044748	Defb1	0	0	0	0
40703	667060	ENSMUSG00000068999	Vmn2r5	0	0	0	0
15182	70237	ENSMUSG00000072964	Bhlhb9	97	176	270	145
5434	20862	ENSMUSG00000022902	Stfa2	23	0	1	0
14256	68519	ENSMUSG00000058070	Eml1	1909	1620	595	140
14689	69351	ENSMUSG00000020270	Smim23	0	0	0	0
14687	69349	ENSMUSG00000008028	1700008O03Rik	0	0	2	5
9626	56612	ENSMUSG00000001289	Pfdn5	5317	4191	6375	5274
14679	69332	ENSMUSG00000027927	Lelp1	0	0	0	0
51521	102308570	ENSMUSG00000096740	Lbhd1	0	0	0	0
38580	625175	ENSMUSG00000097321	1700028E10Rik	10	2	14	10
37968	619328	ENSMUSG00000110998	I730028E13Rik	2	0	0	0
3	11302	ENSMUSG00000025375	Aatk	75	73	343	176
120	11593	ENSMUSG00000031521	Aga	402	442	675	295
9688	56758	ENSMUSG00000027763	Mbnl1	2371	4382	2089	1313
15513	70886	ENSMUSG00000098150	4921515E04Rik	0	0	0	0
41537	668725	ENSMUSG00000074111	Mrgpra9	0	1	2	0
1396	13589	ENSMUSG00000027479	Mapre1	3441	3048	2066	1170
12573	65973	ENSMUSG00000028207	Asph	1276	2025	1123	403
7820	30927	ENSMUSG00000006587	Snai3	0	0	0	0
27295	170644	ENSMUSG00000039473	Ubn1	672	814	512	189
15900	71520	ENSMUSG00000004837	Grap	58	9	23	60
15530	70909	ENSMUSG00000026734	4921504E06Rik	0	0	0	2
20350	80877	ENSMUSG00000028080	Lrba	120	178	239	47
38599	625321	ENSMUSG00000073929	Trim30e-ps1	0	0	0	0
30104	235106	ENSMUSG00000059974	Ntm	0	1	11	2
42424	790911	ENSMUSG00000085747	Slc13a2os	0	1	0	0
18066	75073	ENSMUSG00000109414	4930505K13Rik	0	0	0	0
12947	66552	ENSMUSG00000027366	Sppl2a	2315	2068	1851	623
39310	633979	ENSMUSG00000091415	Ak9	0	0	0	0
15553	70951	ENSMUSG00000028188	Spata1	20	29	25	17
8130	52033	ENSMUSG00000022033	Pbk	486	211	9	108
12832	66385	ENSMUSG00000026275	Ppp1r7	551	545	331	297
13261	67009	ENSMUSG00000030555	Ttc23	175	237	225	83
14529	69068	ENSMUSG00000056313	Tcim	3081	2262	2893	1012
8854	53418	ENSMUSG00000028541	B4galt2	1512	1400	820	494
582	12365	ENSMUSG00000005355	Casp14	0	0	0	0
902	12845	ENSMUSG00000031849	Comp	12	5	32	17
15605	71026	ENSMUSG00000067855	Speer3	0	0	0	0
38883	627814	ENSMUSG00000090572	Vmn2r109	0	0	0	0
38881	627805	ENSMUSG00000091805	Vmn2r108	0	0	0	0
6345	22312	ENSMUSG00000056910	Vmn2r107	0	0	0	0
28934	224576	ENSMUSG00000091656	Vmn2r106	0	0	0	0
2329	15353	ENSMUSG00000020232	Hmg20b	1840	1020	859	697
30341	237943	ENSMUSG00000034621	Gpatch8	455	593	335	146
12948	66556	ENSMUSG00000024914	Drap1	3603	2961	2477	3255
15386	70616	ENSMUSG00000011306	Sugp1	619	617	477	268
50796	100526562	ENSMUSG00000093221	Mir3105	0	0	0	0
30420	238988	ENSMUSG00000040640	Erc2	83	134	92	19
21829	100715	ENSMUSG00000042167	Tent2	710	661	386	247
18161	75210	ENSMUSG00000038500	Prr3	256	262	281	211
16465	72440	ENSMUSG00000048668	Rhno1	638	492	188	342
16764	73075	ENSMUSG00000078451	Ppil6	1	3	2	0
20172	78781	ENSMUSG00000029826	Zc3hav1	1404	1568	1059	410
20955	94111	ENSMUSG00000053863	Mepe	8	2	0	0
17233	73825	ENSMUSG00000034709	Ppp1r21	601	406	337	249
51688	102465633	ENSMUSG00000098802	Mir7046	0	0	0	0
30267	237178	ENSMUSG00000062168	Ppef1	0	0	5	2
18969	76630	ENSMUSG00000024776	Stambpl1	986	1060	679	1010
7024	27380	ENSMUSG00000079007	Tcl1b4	0	0	0	0
4472	19339	ENSMUSG00000031840	Rab3a	527	344	626	216
4469	19336	ENSMUSG00000034789	Rab24	795	803	655	464
2427	15488	ENSMUSG00000024507	Hsd17b4	1743	2118	1323	706
2426	15487	ENSMUSG00000033122	Hsd17b3	0	0	0	0
2532	15985	ENSMUSG00000040592	Cd79b	9	2	33	44
2527	15978	ENSMUSG00000055170	Ifng	8	0	11	37
1113	13164	ENSMUSG00000010592	Dazl	0	0	0	0
1111	13162	ENSMUSG00000021609	Slc6a3	0	0	0	0
13961	67991	ENSMUSG00000026932	Nacc2	1106	1146	882	517
32697	270163	ENSMUSG00000039585	Myo9a	437	655	367	101
30460	239463	ENSMUSG00000051225	Fam83a	18	0	4	0
32789	276919	ENSMUSG00000049396	Gemin4	314	281	33	63
41555	668758	ENSMUSG00000054087	Fbxw28	0	0	0	0
27504	171277	ENSMUSG00000063998	Vmn1r211	0	0	0	0
432	12091	ENSMUSG00000045594	Glb1	1262	1265	1408	495
6810	26420	ENSMUSG00000020366	Mapk9	907	874	557	339
4931	20091	ENSMUSG00000028081	Rps3a1	30299	26293	19665	12537
2993	16664	ENSMUSG00000045545	Krt14	0	0	0	0
9739	57247	ENSMUSG00000001065	Zfp276	186	168	95	52
28478	216443	ENSMUSG00000040354	Mars1	2055	1789	314	348
38399	623312	ENSMUSG00000114792	Gm6416	0	0	0	0
23336	107932	ENSMUSG00000063870	Chd4	6389	7704	2628	1354
46193	100042927	ENSMUSG00000101819	H2al1b	0	0	0	0
50371	100503949	ENSMUSG00000078896	Zfp965	0	0	0	0
40892	667472	ENSMUSG00000094981	Vmn1r251	0	0	0	0
46463	100043523	ENSMUSG00000094757	Vmn1r242	0	0	0	0
18199	75269	ENSMUSG00000051788	4930564D02Rik	0	0	0	0
5453	20897	ENSMUSG00000032327	Stra6	465	428	64	26
3981	18526	ENSMUSG00000049100	Pcdh10	0	1	5	2
9347	56150	ENSMUSG00000029910	Mad2l1	452	277	56	210
9352	56177	ENSMUSG00000026833	Olfm1	1045	1041	830	330
34243	330010	ENSMUSG00000029074	Ttll10	0	0	0	0
17845	74702	ENSMUSG00000085496	4930517E11Rik	0	0	0	0
19440	77543	ENSMUSG00000102674	8030442B05Rik	0	0	0	0
50724	100526482	ENSMUSG00000078026	Mir466o	0	0	0	0
5280	20639	ENSMUSG00000008333	Snrpb2	1799	1264	2224	1678
803	12709	ENSMUSG00000001270	Ckb	9260	5321	11432	7157
445	12140	ENSMUSG00000019874	Fabp7	0	5	1	40
2934	16590	ENSMUSG00000005672	Kit	46	22	140	19
14683	69339	ENSMUSG00000050685	Ccdc54	0	0	0	0
12552	65256	ENSMUSG00000021200	Asb2	13	0	11	24
30000	234214	ENSMUSG00000031626	Sorbs2	200	89	518	23
50963	100628620	ENSMUSG00000092745	Mir5122	0	0	0	0
50970	100628628	ENSMUSG00000092787	Mir5116	0	0	0	0
50958	100628614	ENSMUSG00000096377	Mir5123	0	0	0	0
50942	100628598	ENSMUSG00000092679	Mir5129	0	0	0	0
50941	100628597	ENSMUSG00000092958	Mir5128	0	0	0	0
6820	26430	ENSMUSG00000021911	Parg	583	563	263	105
18882	76432	ENSMUSG00000097354	2310001H17Rik	5	8	15	43
19449	77558	ENSMUSG00000097166	9330179D12Rik	3	1	0	7
33295	319871	ENSMUSG00000085421	4732490B19Rik	0	0	0	0
21563	98910	ENSMUSG00000039046	Usp6nl	704	773	891	167
1120	13172	ENSMUSG00000030507	Dbx1	0	0	0	0
38803	627081	ENSMUSG00000072479	Xlr5b	0	0	0	0
50996	100859931	ENSMUSG00000041716	Gm20604	1	6	0	0
35736	399603	ENSMUSG00000072568	Lratd2	1180	682	1410	542
17887	74757	ENSMUSG00000106219	5830416I19Rik	0	0	0	0
13924	67935	ENSMUSG00000058019	Ces5a	0	0	0	0
1885	14538	ENSMUSG00000021360	Gcnt2	494	169	177	99
27345	170752	ENSMUSG00000032066	Bco2	20	4	7	8
27344	170750	ENSMUSG00000025027	Xpnpep1	1187	859	384	312
15277	70425	ENSMUSG00000073563	Csnk1g3	1648	2340	548	301
27342	170748	ENSMUSG00000058173	Smco4	251	342	50	99
15950	71624	ENSMUSG00000109089	4833411C07Rik	0	0	0	1
4882	19889	ENSMUSG00000060090	Rp2	474	446	348	273
17129	73648	ENSMUSG00000099528	2410012E07Rik	0	0	0	0
32570	269120	ENSMUSG00000010311	Optc	1	7	16	18
50547	100504360	ENSMUSG00000073478	D730003I15Rik	3	3	12	18
32541	268930	ENSMUSG00000023908	Pkmyt1	104	80	43	49
18286	75388	ENSMUSG00000025977	Boll	0	0	0	0
9986	59008	ENSMUSG00000029472	Anapc5	3523	3227	2296	1477
3164	16949	ENSMUSG00000032334	Loxl1	1095	1056	1042	410
34012	328092	ENSMUSG00000020956	Dtd2	306	282	166	113
13701	67629	ENSMUSG00000074476	Spc24	212	69	7	158
23945	108900	ENSMUSG00000055184	Fam72a	50	29	26	23
23925	108800	ENSMUSG00000020961	Ston2	79	85	40	75
4953	20170	ENSMUSG00000074811	Hps6	286	209	201	170
33660	320522	ENSMUSG00000044243	Bhlha9	0	2	0	2
17901	74781	ENSMUSG00000029578	Wipi2	1638	1703	771	594
24492	109904	ENSMUSG00000031139	Mcf2	0	0	0	0
2895	16534	ENSMUSG00000054342	Kcnn4	6925	5198	518	501
28817	223433	ENSMUSG00000056069	Otulinl	569	50	177	265
10015	59044	ENSMUSG00000020376	Rnf130	1877	135	464	1010
6980	27223	ENSMUSG00000043909	Trp53bp1	482	686	211	109
9853	57815	ENSMUSG00000027722	Spata5	506	785	387	221
12440	64011	ENSMUSG00000053310	Nrgn	61	3	14	68
12439	64010	ENSMUSG00000021067	Sav1	2431	2522	1360	1129
9775	57315	ENSMUSG00000024312	Wdr46	1120	1095	453	421
6	11305	ENSMUSG00000026944	Abca2	817	1674	738	190
111	11565	ENSMUSG00000011148	Adssl1	268	47	19	70
108	11555	ENSMUSG00000045730	Adrb2	239	74	309	202
107	11554	ENSMUSG00000035283	Adrb1	2	0	3	8
106	11553	ENSMUSG00000045318	Adra2c	0	0	1	0
2402	15450	ENSMUSG00000032207	Lipc	10	0	5	8
221	11769	ENSMUSG00000004849	Ap1s1	2038	1485	1019	878
218	11766	ENSMUSG00000040701	Ap1g2	99	33	40	66
6259	22185	ENSMUSG00000030435	U2af2	4495	3672	2561	1884
5448	20887	ENSMUSG00000030711	Sult1a1	46	0	126	206
28973	224823	ENSMUSG00000023971	Rrp36	587	476	180	320
20149	78739	ENSMUSG00000108030	9530062K07Rik	4	0	2	0
31077	245860	ENSMUSG00000033124	Atg9a	829	868	479	194
35309	383678	ENSMUSG00000079539	Obp2b	0	0	0	0
44783	100039120	ENSMUSG00000071788	Gm14525	0	0	0	0
6352	22321	ENSMUSG00000007029	Vars	2206	2328	676	561
2627	16196	ENSMUSG00000040329	Il7	2	0	5	0
9296	56012	ENSMUSG00000020475	Pgam2	31	23	6	2
13354	67134	ENSMUSG00000027405	Nop56	1843	1345	253	412
28051	211484	ENSMUSG00000060771	Tsga10	36	37	28	13
29677	231571	ENSMUSG00000033773	Rpap2	188	198	139	71
28706	218232	ENSMUSG00000038042	Ptpdc1	757	583	401	80
2992	16663	ENSMUSG00000044041	Krt13	13	0	0	0
4320	19123	ENSMUSG00000024386	Proc	0	0	0	0
27123	117149	ENSMUSG00000032041	Tirap	374	333	107	66
14334	68682	ENSMUSG00000057193	Slc44a2	931	1912	1773	377
38154	621156	ENSMUSG00000049233	Apoo-ps	0	0	0	0
14918	69719	ENSMUSG00000013629	Cad	1106	1409	274	144
14238	68484	ENSMUSG00000062400	Krtap6-5	0	0	0	0
2497	15904	ENSMUSG00000021379	Id4	2188	483	805	284
2420	15481	ENSMUSG00000015656	Hspa8	39893	24830	26232	23935
988	12969	ENSMUSG00000025945	Crygf	0	0	0	0
16788	73121	ENSMUSG00000037962	Rflna	706	1149	725	566
17293	73916	ENSMUSG00000032965	Ift57	514	688	604	290
20987	94230	ENSMUSG00000034022	Cpsf1	1452	1520	773	451
21007	94352	ENSMUSG00000034205	Loxl2	338	1132	343	20
4748	19651	ENSMUSG00000031666	Rbl2	644	759	671	196
51767	102465778	ENSMUSG00000105379	Mir1191b	0	0	0	0
9281	55980	ENSMUSG00000027531	Impa1	1058	771	478	325
4039	18610	ENSMUSG00000027400	Pdyn	1	1	3	13
6357	22327	ENSMUSG00000031197	Vbp1	952	776	548	429
2102	14860	ENSMUSG00000032348	Gsta4	32	25	482	228
2101	14859	ENSMUSG00000025934	Gsta3	0	0	1	0
2093	14841	ENSMUSG00000050107	Haspin	52	25	4	7
2363	15402	ENSMUSG00000038253	Hoxa5	710	580	849	1471
2361	15400	ENSMUSG00000079560	Hoxa3	459	474	601	258
2360	15399	ENSMUSG00000014704	Hoxa2	208	308	361	175
2357	15396	ENSMUSG00000038210	Hoxa11	0	0	0	0
2355	15394	ENSMUSG00000029844	Hoxa1	34	28	9	23
1385	13542	ENSMUSG00000029071	Dvl1	1410	1850	630	263
33198	319695	ENSMUSG00000039342	Ankar	0	0	0	0
30667	241636	ENSMUSG00000027403	Tgm6	0	0	0	0
34394	331474	ENSMUSG00000049191	Rtl5	85	24	27	54
4464	19330	ENSMUSG00000073639	Rab18	3808	5721	2422	1143
4130	18751	ENSMUSG00000052889	Prkcb	2793	5755	700	273
8114	52004	ENSMUSG00000024856	Cdk2ap2	1354	828	802	1211
47720	100316715	ENSMUSG00000087932	Mir1971	0	0	0	0
47764	100316820	ENSMUSG00000088464	Mir1970	0	0	0	0
9816	57443	ENSMUSG00000027180	Fbxo3	735	810	892	434
32484	268480	ENSMUSG00000038020	Rapgefl1	48	81	35	30
30836	243547	ENSMUSG00000030098	Grip2	1	0	1	5
28170	213006	ENSMUSG00000059149	Mfsd4a	131	192	64	17
19844	78202	ENSMUSG00000108034	4930557K07Rik	2	7	1	1
19825	78178	ENSMUSG00000045095	4930511A08Rik	0	1	0	0
51701	102465646	ENSMUSG00000099042	Mir7066	0	0	0	0
51700	102465645	ENSMUSG00000098532	Mir7065	0	0	0	0
51699	102465644	ENSMUSG00000098593	Mir7064	0	0	0	0
17384	74048	ENSMUSG00000020101	Vsir	2533	952	816	780
28168	212999	ENSMUSG00000031691	Tnpo2	2139	2474	1482	458
51647	102465592	ENSMUSG00000098706	Mir6979	0	0	0	0
14446	68920	ENSMUSG00000078570	1110065P20Rik	399	407	281	275
6768	26370	ENSMUSG00000031347	Cetn2	584	467	572	524
9127	54196	ENSMUSG00000022194	Pabpn1	3532	2499	1345	2043
12760	66286	ENSMUSG00000024516	Sec11c	882	969	474	416
9628	56615	ENSMUSG00000008540	Mgst1	238	62	609	1583
6997	27281	ENSMUSG00000022525	Plaat1	86	152	156	41
17528	74244	ENSMUSG00000030314	Atg7	780	845	1081	502
17614	74369	ENSMUSG00000068117	Mei1	0	0	0	0
28927	224480	ENSMUSG00000023802	Nox3	0	0	0	0
27996	210673	ENSMUSG00000045009	Prrt3	2	2	3	3
1997	14701	ENSMUSG00000036402	Gng12	3639	4673	1641	1180
532	12301	ENSMUSG00000014226	Cacybp	2604	1777	1048	987
591	12374	ENSMUSG00000051980	Casr	0	0	0	0
20470	83565	ENSMUSG00000067360	Pramel3	0	0	0	0
597	12389	ENSMUSG00000007655	Cav1	1295	1502	6069	539
3406	17392	ENSMUSG00000043613	Mmp3	141	86	63	7
12489	64436	ENSMUSG00000026925	Inpp5e	301	343	191	83
32661	269941	ENSMUSG00000032640	Chsy1	2773	4269	1996	564
34292	330355	ENSMUSG00000052861	Dnah6	4	1	2	1
9342	56093	ENSMUSG00000040065	Pfpl	0	0	0	0
1582	14026	ENSMUSG00000021262	Evl	605	727	629	393
16928	73344	ENSMUSG00000040163	1700034J05Rik	0	0	0	0
14242	68493	ENSMUSG00000028261	Ndufaf4	279	213	72	100
14229	68473	ENSMUSG00000006262	Mob1b	437	548	176	63
14228	68472	ENSMUSG00000030614	Tmem126b	78	121	65	84
14222	68463	ENSMUSG00000023939	Mrpl14	1004	609	637	999
14219	68453	ENSMUSG00000022579	Gpihbp1	14	17	17	4
14208	68427	ENSMUSG00000002105	Slc39a13	1052	948	620	344
12647	66138	ENSMUSG00000005378	Bud23	694	437	267	369
27204	140484	ENSMUSG00000046020	Pofut1	881	1343	1115	214
27199	140476	ENSMUSG00000033498	Strc	0	0	0	0
23215	107684	ENSMUSG00000028337	Coro2a	61	7	82	31
42083	723852	ENSMUSG00000070106	Mir363	0	0	0	0
20477	83674	ENSMUSG00000025189	Cnnm1	0	0	0	3
37789	547150	ENSMUSG00000071796	6820431F20Rik	62	81	44	22
4146	18771	ENSMUSG00000006705	Pknox1	567	718	327	100
44635	100038699	ENSMUSG00000074776	Gm10754	0	0	0	0
6031	21818	ENSMUSG00000027401	Tgm3	1	1	1	0
2266	15194	ENSMUSG00000029104	Htt	635	727	300	154
15128	70110	ENSMUSG00000010358	Ifi35	460	321	907	965
19356	77383	ENSMUSG00000110027	C030029H02Rik	0	0	0	0
21946	101521	ENSMUSG00000109311	AI314278	0	0	0	0
13583	67456	ENSMUSG00000030304	Ergic2	824	720	193	167
20968	94190	ENSMUSG00000031214	Ophn1	227	188	375	131
18551	75788	ENSMUSG00000038780	Smurf1	1645	1725	663	252
27337	170741	ENSMUSG00000066684	Pilrb1	15	2	11	4
15360	70568	ENSMUSG00000028228	Cpne3	1149	1439	950	380
1480	13796	ENSMUSG00000033726	Emx1	0	0	0	0
1479	13733	ENSMUSG00000004730	Adgre1	751	69	422	648
2340	15370	ENSMUSG00000023034	Nr4a1	3291	1204	97522	19617
2338	15368	ENSMUSG00000005413	Hmox1	2371	4915	585	751
6278	22217	ENSMUSG00000029640	Usp12	782	826	483	266
1473	13723	ENSMUSG00000021728	Emb	912	226	278	239
28775	219026	ENSMUSG00000072575	Eddm3b	0	0	0	0
28853	223732	ENSMUSG00000055745	Rtl6	8	6	0	9
17193	73774	ENSMUSG00000100281	4930422M22Rik	0	0	1	0
31084	245886	ENSMUSG00000034867	Ankrd27	472	538	183	117
506	12267	ENSMUSG00000040552	C3ar1	1163	104	323	639
505	12266	ENSMUSG00000024164	C3	1002	57	456	2872
30063	234740	ENSMUSG00000031951	Tmem231	210	141	71	65
14554	69109	ENSMUSG00000049489	Ccnq	290	262	244	268
29947	233781	ENSMUSG00000030657	Xylt1	115	47	83	12
16497	72515	ENSMUSG00000041057	Wdr43	1244	1186	342	283
14988	69847	ENSMUSG00000035112	Wnk4	7	10	28	15
18501	75717	ENSMUSG00000032030	Cul5	869	873	358	185
13177	66885	ENSMUSG00000030861	Acadsb	825	1100	1651	684
13175	66882	ENSMUSG00000051223	Bzw1	9578	5821	2635	1432
18073	75083	ENSMUSG00000027364	Usp50	0	0	0	0
19551	77744	ENSMUSG00000022070	Bora	154	80	24	24
29894	233164	ENSMUSG00000048312	Gm4884	0	0	0	0
14667	69311	ENSMUSG00000101012	1700008K24Rik	0	0	0	0
29235	227545	ENSMUSG00000045319	Proser2	31	8	33	4
29261	227693	ENSMUSG00000039686	Zer1	625	878	786	254
3565	17835	ENSMUSG00000101397	Mug-ps1	0	0	0	0
15413	70691	ENSMUSG00000031125	3830403N18Rik	671	623	632	139
7945	50907	ENSMUSG00000045302	Preb	1313	972	461	498
13429	67245	ENSMUSG00000020134	Peli1	709	527	1170	528
8827	53322	ENSMUSG00000030659	Nucb2	427	823	607	376
6155	22021	ENSMUSG00000034118	Tpst1	939	853	910	533
6151	22004	ENSMUSG00000028464	Tpm2	470	199	93	38
9961	58866	ENSMUSG00000032098	Treh	0	1	0	0
50768	100526532	ENSMUSG00000092673	Mir3067	0	0	1	0
42129	723899	ENSMUSG00000065449	Mir365-1	0	0	0	0
12813	66359	ENSMUSG00000026500	Cox20	8	18	8	0
12812	66358	ENSMUSG00000020910	Adprm	282	240	240	261
32748	271849	ENSMUSG00000035109	Shc4	816	1010	310	24
28369	215332	ENSMUSG00000049491	Slc36a3	0	2	0	0
28232	213575	ENSMUSG00000024253	Dync2li1	472	534	555	492
30219	236690	ENSMUSG00000051228	Nyx	0	0	0	0
18296	75404	ENSMUSG00000036198	Arhgap36	0	0	0	0
14538	69083	ENSMUSG00000023122	Sult1c2	0	0	0	0
17162	73710	ENSMUSG00000045136	Tubb2b	399	1050	3071	1129
16412	72338	ENSMUSG00000045690	Wdr89	47	55	5	8
16476	72475	ENSMUSG00000061887	Ssbp3	2592	3148	3389	1857
27985	210510	ENSMUSG00000040140	Tdrd6	2	1	0	0
28672	217835	ENSMUSG00000044456	Rin3	348	78	93	221
18332	75459	ENSMUSG00000078938	Syce3	0	0	0	0
37994	619715	ENSMUSG00000112963	Gm6093	1	1	0	0
1023	13014	ENSMUSG00000005054	Cstb	5375	2299	1860	2159
22565	104362	ENSMUSG00000026650	Meig1	5	0	0	0
540	12311	ENSMUSG00000023964	Calcr	29	14	0	0
888	12829	ENSMUSG00000067158	Col4a4	0	15	3	0
18175	75234	ENSMUSG00000028793	Rnf19b	2505	2698	5302	3633
27279	170441	ENSMUSG00000027661	Slc2a10	168	80	88	37
17002	73452	ENSMUSG00000101978	1700063O14Rik	0	0	0	0
36286	432839	ENSMUSG00000071531	Gprin2	0	0	0	1
13034	66681	ENSMUSG00000029171	Pgm2	892	515	270	230
35115	382059	ENSMUSG00000074443	Defa22	0	0	0	0
35295	383548	ENSMUSG00000073602	Serpinb3b	0	0	0	0
19058	76788	ENSMUSG00000029775	Klhdc10	1198	1495	787	293
19051	76779	ENSMUSG00000014232	Cluap1	312	264	307	230
32538	268902	ENSMUSG00000052516	Robo2	69	727	1439	15
29176	226830	ENSMUSG00000026603	Smyd2	1003	1121	590	491
12956	66570	ENSMUSG00000068101	Cenpm	176	87	4	154
18143	75187	ENSMUSG00000110037	4930543N07Rik	0	0	0	0
9345	56096	ENSMUSG00000061082	Plac1	1	0	0	0
5119	20404	ENSMUSG00000028488	Sh3gl2	0	0	0	3
13315	67082	ENSMUSG00000021850	ccdc198	0	0	0	0
23103	107449	ENSMUSG00000020099	Unc5b	8943	10010	3008	798
19108	76877	ENSMUSG00000020175	Rab36	39	68	123	31
15166	70202	ENSMUSG00000056728	Ctsll3	0	0	0	0
5156	20454	ENSMUSG00000056091	St3gal5	1820	1822	1694	651
5152	20449	ENSMUSG00000030283	St8sia1	1562	1939	648	754
29392	229004	ENSMUSG00000038705	Gmeb2	327	319	268	120
46246	100043040	ENSMUSG00000071456	1110002L01Rik	30	45	16	14
20975	94216	ENSMUSG00000031273	Col4a6	1196	2911	1985	13
22648	104776	ENSMUSG00000021238	Aldh6a1	232	233	810	334
27312	170676	ENSMUSG00000092035	Peg10	932	1647	2221	478
18343	75476	ENSMUSG00000100010	1700010I02Rik	0	0	0	0
14688	69350	ENSMUSG00000087621	1700003G18Rik	0	0	0	0
37505	545539	ENSMUSG00000074466	Gm15417	193	254	206	196
38215	621809	ENSMUSG00000105279	Gm6260	0	0	0	0
50248	100503652	ENSMUSG00000096981	Gm16845	68	37	69	37
6659	23959	ENSMUSG00000032420	Nt5e	1227	964	159	293
15423	70719	ENSMUSG00000035697	Arhgap45	472	102	181	209
6479	22646	ENSMUSG00000057895	Zfp105	2	1	1	19
12765	66293	ENSMUSG00000020812	Snhg16	104	103	74	68
30294	237436	ENSMUSG00000074802	Gas2l3	159	118	26	44
29864	233001	ENSMUSG00000054102	Nlrp9a	0	0	0	0
599	12391	ENSMUSG00000062694	Cav3	4	0	1	0
7546	28019	ENSMUSG00000030330	Ing4	707	564	579	354
29096	226098	ENSMUSG00000041180	Hectd2	75	124	65	5
9555	56515	ENSMUSG00000024317	Rnf138	366	698	320	208
27602	192292	ENSMUSG00000029148	Nrbp1	2212	2063	1312	977
6548	22784	ENSMUSG00000029151	Slc30a3	0	0	0	0
19969	78412	ENSMUSG00000046806	Cyren	59	55	45	34
6522	22750	ENSMUSG00000072623	Zfp9	305	413	176	50
47495	100302648	ENSMUSG00000084941	Gm11944	10	16	4	8
44734	100039008	ENSMUSG00000078680	Mup10	0	0	0	0
9528	56462	ENSMUSG00000024012	Mtch1	6534	7504	6828	4387
57561	102638197	ENSMUSG00000102661	Gm34816	0	0	0	0
42296	751547	ENSMUSG00000076316	Mir673	0	0	0	0
42438	791080	ENSMUSG00000076453	Mir759	0	0	0	0
238	11790	ENSMUSG00000026207	Speg	151	288	234	213
21734	100169	ENSMUSG00000066043	Phactr4	742	908	462	240
50346	100503879	ENSMUSG00000078611	Gm5901	0	0	0	0
50452	100504156	ENSMUSG00000096753	Fam181a	0	0	0	0
34193	329693	ENSMUSG00000048031	Fcrl5	0	0	3	0
30583	240753	ENSMUSG00000041757	Plekha6	56	269	14	47
