,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-4420097,R-HSA-4420097,VEGFA-VEGFR2 Pathway,83,-0.446121024,-1.544104313,0.008605416,0.094338776,0.078409059,1389,"tags=20%, list=9%, signal=19%",AKT2/PRKCD/HSP90AA1/PRKCB/RASA1/MAPKAP1/PAK1/PRKACB/PXN/AXL/TRIB3/MAPK13/VEGFA/MAPKAPK3/PTK2B/VAV3/SPHK1
R-HSA-73933,R-HSA-73933,Resolution of Abasic Sites (AP sites),39,-0.51358065,-1.547011523,0.024813298,0.156881651,0.130391161,4405,"tags=64%, list=30%, signal=45%",RPA2/NTHL1/PCNA/PARP1/RPA3/TDG/POLD3/PNKP/RFC2/POLE/POLB/PARP2/FEN1/POLD2/POLE3/OGG1/RFC4/RFC3/RFC5/XRCC1/POLD1/NEIL2/MPG/POLD4/POLE2
R-HSA-168276,R-HSA-168276,NS1 Mediated Effects on Host Pathways,38,-0.51581157,-1.547308631,0.024952015,0.156881651,0.130391161,4093,"tags=63%, list=28%, signal=46%",NUP62/NUP37/NUP85/KPNA1/NUP98/KPNA2/NUP54/RAE1/NUP43/POM121/NUP93/KPNB1/NUP50/NUP107/KPNA4/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L
R-HSA-9022692,R-HSA-9022692,Regulation of MECP2 expression and activity,33,-0.530006878,-1.548094689,0.029094322,0.168554708,0.140093146,837,"tags=12%, list=6%, signal=11%",AGO2/CAMK4/CAMK2A/CAMK2B
R-HSA-6804757,R-HSA-6804757,Regulation of TP53 Degradation,34,-0.528902439,-1.552772348,0.028841608,0.168554708,0.140093146,2125,"tags=62%, list=14%, signal=53%",RPS27A/PPP2R5C/UBC/AKT3/PPP2R1B/CCNA2/USP7/PDPK1/CDK2/UBB/PPP2CB/CDK1/DAXX/CHEK2/AKT2/MDM4/CCNA1/RFFL/MAPKAP1/SGK1/USP2
R-HSA-6811558,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",72,-0.459605509,-1.552995031,0.011785356,0.105106542,0.087358617,673,"tags=15%, list=5%, signal=15%",FGFR4/PDGFA/RAC2/IER3/FGF5/ESR2/PDGFB/HBEGF/EREG/AREG/IL33
R-HSA-5578749,R-HSA-5578749,Transcriptional regulation by small RNAs,65,-0.469656011,-1.5555499,0.013937282,0.116309939,0.096670247,4220,"tags=54%, list=29%, signal=39%",POLR2C/NUP62/NUP37/NUP85/POLR2K/NUP98/H2BC12/NUP54/RAE1/NUP43/POM121/NUP93/H3-3B/POLR2G/NUP50/H2AZ1/POLR2B/NUP107/NUP153/NUP88/NUP155/POLR2H/POLR2D/NUP205/NUP58/H2BC13/POLR2F/NUP188/RAN/NDC1/NUP35/SEH1L/AGO2/H2BC15/H4C11
R-HSA-428930,R-HSA-428930,Thromboxane signalling through TP receptor,18,-0.610440713,-1.555889111,0.038312429,0.197177936,0.163883155,1880,"tags=33%, list=13%, signal=29%",GNG5/GNG11/GNG10/GNG2/GNA14/GNA15
R-HSA-1643713,R-HSA-1643713,Signaling by EGFR in Cancer,24,-0.570881951,-1.557113564,0.034355545,0.185484785,0.15416447,125,"tags=21%, list=1%, signal=21%",HSP90AA1/SHC1/HBEGF/EREG/AREG
R-HSA-113510,R-HSA-113510,E2F mediated regulation of DNA replication,22,-0.584871149,-1.557354472,0.030669145,0.171992565,0.142950499,4370,"tags=64%, list=30%, signal=45%",TFDP1/PPP2CB/ORC3/CDK1/CCNB1/PPP2R3B/PRIM1/POLA1/PRIM2/ORC1/POLA2/ORC6/MCM8/ORC5
R-HSA-167152,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,43,-0.507119705,-1.558603751,0.022108844,0.147602851,0.122679147,5150,"tags=63%, list=35%, signal=41%",POLR2A/NELFA/NELFCD/TCEA1/GTF2H3/NELFE/NCBP1/CCNT1/POLR2C/ERCC3/POLR2K/ELOA/MNAT1/SUPT16H/CDK7/ELOC/SSRP1/POLR2G/POLR2B/ELL/GTF2F2/CCNH/POLR2H/NCBP2/POLR2D/POLR2F/GTF2H2
R-HSA-176408,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,78,-0.454574317,-1.559382947,0.006765222,0.079040341,0.065693864,5684,"tags=71%, list=39%, signal=44%",ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/CDK2/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/ANAPC1/PLK1/CDC27/PSMC6/FBXO5/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CCNA1/PSMD2
R-HSA-167169,R-HSA-167169,HIV Transcription Elongation,41,-0.513960615,-1.560771062,0.019128329,0.138236689,0.114894523,5150,"tags=66%, list=35%, signal=43%",POLR2A/NELFA/NELFCD/TCEA1/GTF2H3/NELFE/NCBP1/CCNT1/POLR2C/ERCC3/POLR2K/ELOA/MNAT1/SUPT16H/CDK7/ELOC/SSRP1/POLR2G/POLR2B/ELL/GTF2F2/CCNH/POLR2H/NCBP2/POLR2D/POLR2F/GTF2H2
R-HSA-167200,R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,41,-0.513960615,-1.560771062,0.019128329,0.138236689,0.114894523,5150,"tags=66%, list=35%, signal=43%",POLR2A/NELFA/NELFCD/TCEA1/GTF2H3/NELFE/NCBP1/CCNT1/POLR2C/ERCC3/POLR2K/ELOA/MNAT1/SUPT16H/CDK7/ELOC/SSRP1/POLR2G/POLR2B/ELL/GTF2F2/CCNH/POLR2H/NCBP2/POLR2D/POLR2F/GTF2H2
R-HSA-167246,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,41,-0.513960615,-1.560771062,0.019128329,0.138236689,0.114894523,5150,"tags=66%, list=35%, signal=43%",POLR2A/NELFA/NELFCD/TCEA1/GTF2H3/NELFE/NCBP1/CCNT1/POLR2C/ERCC3/POLR2K/ELOA/MNAT1/SUPT16H/CDK7/ELOC/SSRP1/POLR2G/POLR2B/ELL/GTF2F2/CCNH/POLR2H/NCBP2/POLR2D/POLR2F/GTF2H2
R-HSA-8956321,R-HSA-8956321,Nucleotide salvage,20,-0.598728106,-1.562453901,0.030372757,0.171704051,0.142710703,2886,"tags=50%, list=20%, signal=40%",APRT/AMPD2/DCK/PUDP/UPP1/ADA/HPRT1/UCK2/AMPD3/PNP
R-HSA-110314,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,30,-0.547152673,-1.563681929,0.029795158,0.169808179,0.14113496,5305,"tags=80%, list=36%, signal=51%",RPS27A/USP1/RBX1/UBC/POLE4/RFC1/UBB/RPA2/CUL4B/PCNA/RPA3/POLD3/RFC2/POLE/POLD2/POLE3/RFC4/RFC3/RFC5/DTL/POLD1/RAD18/POLD4/POLE2
R-HSA-73762,R-HSA-73762,RNA Polymerase I Transcription Initiation,46,-0.504059696,-1.56493606,0.019877301,0.142183548,0.118174929,4586,"tags=52%, list=31%, signal=36%",TBP/RBBP7/TTF1/GTF2H3/TAF1B/ERCC3/POLR2K/MTA2/MNAT1/CDK7/RRN3/TAF1A/TAF1D/CCNH/POLR1E/POLR2H/GATAD2A/KAT2A/POLR1B/POLR2F/POLR1C/GTF2H2/POLR1F/POLR1G
R-HSA-167161,R-HSA-167161,HIV Transcription Initiation,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-167162,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-73776,R-HSA-73776,RNA Polymerase II Promoter Escape,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-73779,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-75953,R-HSA-75953,RNA Polymerase II Transcription Initiation,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-76042,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,42,-0.51225614,-1.565215629,0.020973963,0.142745129,0.118641683,5539,"tags=67%, list=38%, signal=42%",TAF13/GTF2H1/GTF2A1/GTF2A2/POLR2A/GTF2B/TAF10/TAF3/TBP/TAF7/GTF2H3/POLR2C/ERCC3/POLR2K/MNAT1/CDK7/GTF2E1/POLR2G/POLR2B/GTF2F2/CCNH/POLR2H/POLR2D/GTF2E2/TAF4B/POLR2F/TAF5/GTF2H2
R-HSA-168273,R-HSA-168273,Influenza Viral RNA Transcription and Replication,132,-0.420402503,-1.567441491,0.002678093,0.038313129,0.031843708,5866,"tags=64%, list=40%, signal=39%",RPL11/POLR2I/RPL23/RPL7A/AAAS/RPS9/RPS12/RPL13/RPL19/RPL37A/RPL21/RPL18A/RPL5/RPL27A/RPS23/RPL10A/RPS27A/RPS8/RPL32/RPL7/RPL4/RPSA/RPL23A/POLR2A/GRSF1/RPLP1/RPL14/RPS7/RPS6/NUP42/RPS14/RPL26L1/RPS3A/RPL38/RPS5/RPL36/RPS16/RPL8/RPS18/POLR2C/RPS25/NUP62/NUP37/NUP85/RPS3/POLR2K/PARP1/RPS26/RPL6/IPO5/RPS24/RPL24/RPL27/RPL9/RPS21/NUP98/RPL35/NUP54/RAE1/NUP43/POM121/NUP93/POLR2G/NUP50/POLR2B/NUP107/RPL39L/NUP153/GTF2F2/NUP88/RPL22L1/NUP155/POLR2H/POLR2D/NUP205/NUP58/RPL17/POLR2F/RPS10/NUP188/HSP90AA1/NDC1/RPS17/NUP35/SEH1L
R-HSA-112315,R-HSA-112315,Transmission across Chemical Synapses,173,-0.406155192,-1.568329276,0.001123911,0.025495545,0.021190456,1880,"tags=24%, list=13%, signal=21%",GNG11/GAD1/GNG10/TUBA1C/APBA1/HSPA8/ACHE/GLS2/RPS6KA3/GNG2/PRKCB/PPM1F/CACNG8/GRIA3/RPS6KA1/PRKACB/PRKCG/TUBB1/STXBP1/GRIA1/GABBR2/SYT1/RASGRF2/KCNJ2/GRIN1/STX1A/SNAP25/CAMK4/ADCY8/NRGN/SYN1/GRIN2A/TUBB4A/GRIN2B/GRIK5/CHRNA9/CHRNA3/CAMK2A/CAMK2B/GRIA2/NCALD
R-HSA-5685938,R-HSA-5685938,HDR through Single Strand Annealing (SSA),37,-0.526572615,-1.569790832,0.022493419,0.149458645,0.124221578,5126,"tags=68%, list=35%, signal=44%",BRCA1/HUS1/RAD52/TOP3A/RAD1/RPA2/RPA3/ABL1/NBN/EXO1/RMI1/RFC2/ATR/TOPBP1/ATRIP/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/ERCC1/RFC5/MRE11
R-HSA-111933,R-HSA-111933,Calmodulin induced events,31,-0.546087736,-1.572166677,0.024953358,0.156881651,0.130391161,1063,"tags=19%, list=7%, signal=18%",PRKACB/PRKCG/CAMK4/ADCY8/CAMK2A/CAMK2B
R-HSA-111997,R-HSA-111997,CaM pathway,31,-0.546087736,-1.572166677,0.024953358,0.156881651,0.130391161,1063,"tags=19%, list=7%, signal=18%",PRKACB/PRKCG/CAMK4/ADCY8/CAMK2A/CAMK2B
R-HSA-5693616,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,40,-0.519772116,-1.572300354,0.018967587,0.138236689,0.114894523,3900,"tags=65%, list=26%, signal=48%",BRCA1/HUS1/TOP3A/RAD1/RPA2/RPA3/NBN/EXO1/RAD51D/RAD51C/RMI1/RFC2/ATR/TOPBP1/ATRIP/RAD51/RAD9B/RFC4/BLM/RFC3/DNA2/WRN/BRCA2/RFC5/MRE11/XRCC2
R-HSA-179419,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,71,-0.467689344,-1.575525791,0.009277834,0.096539223,0.080237946,5743,"tags=72%, list=39%, signal=44%",NEK2/ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/PSMB7/PSME3/PSME2/ANAPC1/CDC27/PSMC6/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CCNA1/PSMD2
R-HSA-69002,R-HSA-69002,DNA Replication Pre-Initiation,118,-0.43025566,-1.578380345,0.003172086,0.043600628,0.036238378,4472,"tags=58%, list=30%, signal=40%",CDT1/ANAPC11/POLE4/PSMC3/PSMA7/CDK2/UBB/PSMC2/RPA2/PSMD6/GMNN/PSMB6/ORC3/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/RPA3/KPNA1/PSMD3/PSMD1/PSMB7/PSME3/PSME2/H2BC12/MCM5/ANAPC1/MCM3/KPNB1/H3-3B/POLE/PRIM1/H2AZ1/CDC27/PSMC6/UBE2S/PSMD14/POLA1/POLE3/MCM4/ANAPC7/DBF4/PSMD12/PSMD11/PSMD8/PRIM2/CDC7/MCM7/UBE2C/ORC1/MCM6/CDC45/ANAPC10/H2BC13/POLA2/CDC6/ORC6/MCM8/PSMD2/ORC5/MCM10/H2BC15/POLE2/H4C11
R-HSA-72187,R-HSA-72187,mRNA 3'-end processing,56,-0.491019458,-1.581575137,0.013115565,0.110107921,0.09151548,5618,"tags=73%, list=38%, signal=46%",CPSF4/FYTTD1/CSTF1/THOC2/CDC40/CASC3/PCF11/THOC1/SRRM1/DDX39B/EIF4A3/SRSF6/U2AF1L4/THOC7/SRSF5/SYMPK/CPSF3/CPSF6/PAPOLA/DHX38/CPSF2/WDR33/SRSF9/SRSF4/NCBP1/DDX39A/CLP1/MAGOHB/SRSF3/RNPS1/MAGOH/THOC5/CSTF3/SRSF1/U2AF2/NCBP2/UPF3B/SARNP/FIP1L1/CSTF2/SRSF7
R-HSA-9709603,R-HSA-9709603,Impaired BRCA2 binding to PALB2,24,-0.580069073,-1.582171972,0.026977173,0.162829887,0.135334998,3596,"tags=58%, list=24%, signal=44%",NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RAD51AP1/RAD51/BLM/DNA2/WRN/BRCA2/MRE11/XRCC2
R-HSA-174184,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,70,-0.470708317,-1.582730893,0.009,0.096539223,0.080237946,5684,"tags=71%, list=39%, signal=44%",ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/PSMB7/PSME3/PSME2/ANAPC1/CDC27/PSMC6/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CCNA1/PSMD2
R-HSA-445144,R-HSA-445144,Signal transduction by L1,20,-0.608281465,-1.587384553,0.024160147,0.156094592,0.129737002,2219,"tags=45%, list=15%, signal=38%",EGFR/MAPK1/MAP2K1/NRP1/ITGB1/PAK1/L1CAM/ITGA9/ITGA5
R-HSA-77588,R-HSA-77588,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,11,-0.699373095,-1.587765208,0.03668297,0.193880478,0.161142495,3303,"tags=91%, list=22%, signal=71%",NCBP1/SNRPF/ZNF473/SNRPG/LSM10/SLBP/SNRPE/LSM11/NCBP2/SNRPB
R-HSA-9701192,R-HSA-9701192,Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function,25,-0.576955071,-1.591192031,0.026145303,0.159372674,0.132461558,3596,"tags=56%, list=24%, signal=42%",NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RAD51AP1/RAD51/BLM/DNA2/WRN/BRCA2/MRE11/XRCC2
R-HSA-9701193,R-HSA-9701193,Defective HDR through Homologous Recombination (HRR) due to PALB2 loss of function,25,-0.576955071,-1.591192031,0.026145303,0.159372674,0.132461558,3596,"tags=56%, list=24%, signal=42%",NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RAD51AP1/RAD51/BLM/DNA2/WRN/BRCA2/MRE11/XRCC2
R-HSA-9704331,R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,25,-0.576955071,-1.591192031,0.026145303,0.159372674,0.132461558,3596,"tags=56%, list=24%, signal=42%",NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RAD51AP1/RAD51/BLM/DNA2/WRN/BRCA2/MRE11/XRCC2
R-HSA-9704646,R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,25,-0.576955071,-1.591192031,0.026145303,0.159372674,0.132461558,3596,"tags=56%, list=24%, signal=42%",NBN/EXO1/RAD51D/RAD51C/PALB2/RMI1/RAD51AP1/RAD51/BLM/DNA2/WRN/BRCA2/MRE11/XRCC2
R-HSA-157579,R-HSA-157579,Telomere Maintenance,82,-0.461261635,-1.592117672,0.005074854,0.063526299,0.052799469,3296,"tags=56%, list=22%, signal=44%",STN1/RPA2/PCNA/POLR2C/GAR1/POLR2K/RPA3/DAXX/H2BC12/POLD3/RFC2/ACD/H3-3B/PRIM1/POLR2G/H2AZ1/POLR2B/RUVBL2/FEN1/POLD2/POLA1/PIF1/CHTF18/PRIM2/POLR2H/POLR2D/RFC4/BLM/RFC3/DNA2/NOP10/WRN/NHP2/RUVBL1/H2BC13/POLA2/RFC5/POLR2F/SHQ1/ANKRD28/CCNA1/POLD1/DKC1/POLD4/H2BC15/H4C11
R-HSA-176409,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,73,-0.471654768,-1.597175504,0.006517924,0.077441778,0.064365229,5743,"tags=73%, list=39%, signal=45%",NEK2/ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/PTTG1/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/ANAPC1/CDC27/PSMC6/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CCNA1/PSMD2
R-HSA-68882,R-HSA-68882,Mitotic Anaphase,223,-0.399625248,-1.59789312,0.000296384,0.01692174,0.014064394,5229,"tags=59%, list=35%, signal=39%",PSMA4/MIS12/PPP2R5C/TUBB6/KNTC1/CDC23/XPO1/UBC/MAD1L1/TNPO1/PSMA3/PPP2R5E/SPC24/CDC20/ANAPC11/BUB1B/PPP2R1B/SGO1/PSMC3/PSMA7/PTTG1/SPC25/UBB/PSMC2/PSMD6/ZW10/PPP2CB/RCC1/PSMB6/UBE2I/VRK2/NUP62/PSMD13/NUP37/PSMA1/PSMC1/HDAC8/NUP85/PSMD7/DSN1/PSMC5/PSMA5/PSMC4/TUBA1B/LMNB1/CENPT/CDK1/PSMD3/PSMD1/VPS4A/CCNB1/NUP98/PSMB7/PSME3/CDCA8/BIRC5/LMNA/PSME2/KIF2A/SMC1A/AURKB/KIF18A/NUP54/CENPH/NDC80/AHCTF1/CENPO/INCENP/ANAPC1/KIF2C/NUP43/POM121/SKA1/CENPE/NUP93/DYNC1LI1/MAPRE1/PLK1/KPNB1/ZWINT/CENPN/RCC2/CDC27/CDCA5/PSMC6/CENPI/BUB1/NUP107/CENPK/PPP2R5A/BANF1/UBE2S/PSMD14/PPP2R2A/NUF2/ANAPC7/TUBB4B/ESPL1/PPP1CC/MAD2L1/BUB3/PSMD12/NUP155/PSMD11/PSMD8/PSME4/CHMP7/NDE1/NUP205/SPDL1/NUP58/UBE2C/ANAPC10/ZWILCH/SGO2/TUBA1C/NUP188/CENPU/RAN/CENPQ/NDC1/ERCC6L/TMPO/PSMD2/NUDC/DYNC1I1/NUP35/TUBB1/VRK1/SEH1L/TUBB4A
R-HSA-174411,R-HSA-174411,Polymerase switching on the C-strand of the telomere,25,-0.580541567,-1.601083277,0.024757057,0.156881651,0.130391161,3296,"tags=72%, list=22%, signal=56%",RFC1/CHTF8/STN1/PCNA/POLD3/RFC2/ACD/PRIM1/POLD2/POLA1/CHTF18/PRIM2/RFC4/RFC3/POLA2/RFC5/POLD1/POLD4
R-HSA-442755,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,78,-0.467231203,-1.602801439,0.004510148,0.057483884,0.047777356,1227,"tags=26%, list=8%, signal=24%",TUBA1C/APBA1/RPS6KA3/PPM1F/GRIA3/RPS6KA1/PRKACB/TUBB1/GRIA1/RASGRF2/GRIN1/CAMK4/ADCY8/NRGN/GRIN2A/TUBB4A/GRIN2B/CAMK2A/CAMK2B/GRIA2
R-HSA-2555396,R-HSA-2555396,Mitotic Metaphase and Anaphase,224,-0.401164642,-1.605147284,0.00029656,0.01692174,0.014064394,5229,"tags=59%, list=35%, signal=39%",PSMA4/MIS12/PPP2R5C/TUBB6/KNTC1/CDC23/XPO1/UBC/MAD1L1/TNPO1/PSMA3/PPP2R5E/SPC24/CDC20/ANAPC11/BUB1B/PPP2R1B/SGO1/PSMC3/PSMA7/PTTG1/SPC25/UBB/PSMC2/PSMD6/ZW10/PPP2CB/RCC1/PSMB6/UBE2I/VRK2/NUP62/PSMD13/NUP37/PSMA1/PSMC1/HDAC8/NUP85/PSMD7/DSN1/PSMC5/PSMA5/PSMC4/TUBA1B/LMNB1/CENPT/CDK1/PSMD3/PSMD1/VPS4A/CCNB1/NUP98/PSMB7/PSME3/CDCA8/BIRC5/LMNA/PSME2/KIF2A/SMC1A/AURKB/KIF18A/NUP54/CENPH/NDC80/AHCTF1/CENPO/INCENP/ANAPC1/KIF2C/NUP43/POM121/SKA1/CENPE/NUP93/DYNC1LI1/MAPRE1/PLK1/KPNB1/ZWINT/CENPN/RCC2/CDC27/CDCA5/PSMC6/CENPI/BUB1/NUP107/CENPK/PPP2R5A/FBXO5/BANF1/UBE2S/PSMD14/PPP2R2A/NUF2/ANAPC7/TUBB4B/ESPL1/PPP1CC/MAD2L1/BUB3/PSMD12/NUP155/PSMD11/PSMD8/PSME4/CHMP7/NDE1/NUP205/SPDL1/NUP58/UBE2C/ANAPC10/ZWILCH/SGO2/TUBA1C/NUP188/CENPU/RAN/CENPQ/NDC1/ERCC6L/TMPO/PSMD2/NUDC/DYNC1I1/NUP35/TUBB1/VRK1/SEH1L/TUBB4A
R-HSA-180292,R-HSA-180292,GAB1 signalosome,16,-0.649447982,-1.606282178,0.026822558,0.16279319,0.135304499,881,"tags=25%, list=6%, signal=24%",PXN/HBEGF/EREG/AREG
R-HSA-174143,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,85,-0.461944052,-1.607005528,0.004310345,0.055441316,0.046079688,5743,"tags=72%, list=39%, signal=44%",NEK2/ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/SKP2/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/PTTG1/CDK2/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/AURKB/ANAPC1/PLK1/CDC27/PSMC6/FBXO5/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/AURKA/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CDC14A/CCNA1/PSMD2
R-HSA-453276,R-HSA-453276,Regulation of mitotic cell cycle,85,-0.461944052,-1.607005528,0.004310345,0.055441316,0.046079688,5743,"tags=72%, list=39%, signal=44%",NEK2/ANAPC5/PSMD4/PSMB1/PSMB2/ANAPC4/PSMB5/RPS27A/SKP2/PSMA4/CDC23/UBC/PSMA3/CDC20/ANAPC11/BUB1B/CCNA2/PSMC3/PSMA7/PTTG1/CDK2/UBB/PSMC2/PSMD6/PSMB6/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/AURKB/ANAPC1/PLK1/CDC27/PSMC6/FBXO5/UBE2S/PSMD14/ANAPC7/MAD2L1/BUB3/PSMD12/AURKA/PSMD11/PSMD8/PSME4/UBE2C/ANAPC10/CDC14A/CCNA1/PSMD2
R-HSA-69183,R-HSA-69183,Processive synthesis on the lagging strand,15,-0.658707794,-1.608346249,0.027904849,0.166479142,0.138368053,4405,"tags=87%, list=30%, signal=61%",RPA2/PCNA/RPA3/POLD3/PRIM1/FEN1/POLD2/POLA1/PRIM2/DNA2/POLA2/POLD1/POLD4
R-HSA-418597,R-HSA-418597,G alpha (z) signalling events,33,-0.550922628,-1.609187405,0.018301267,0.137210569,0.114041669,1929,"tags=36%, list=13%, signal=32%",PRKCD/GNG11/GNG10/PRKCH/GNG2/PRKCB/PRKCG/RGS16/RGS20/ADCY8/RGS17/RGS4
